Date,BFCIUS Index,PCUSEQTR Index,OPCVTPCR Index,TRADCADS Index,SUM INX Index,SPXVOLC Index,RVOL Index,COR3M Index,CMDIBASS Index,EUR Curncy,MOVE Index,OPCVTOTC Index,OPCVNQP Index,GFSIFFND Index,GFSIRMKT Index,GFSIRSOL Index,GFSIRLIQ Index,NWHLNYHI Index,NWHLNDHI Index,TRADPAUS Index,HFRXED Index,NEIXCTA Index,HFRXEH Index,NQBUY Index,H15X10YR Index
9/7/2016,-0.146,0.57,0.84,46556,3457.3,1982.55,4.64,39.31,149.52,1.1239,64.067,7261.213,433.92,-0.17,-0.39,-0.14,0.56,218,216,75.78,1514.79,2330.396,1142.46,1012.801,0.03
9/6/2016,-0.189,0.5,0.751,46519,3422.71,2104.04,4.64,39.95,149.24,1.1255,63.4574,8314.828,1002.152,-0.14,-0.37,-0.13,0.59,224,238,75.27,1512.19,2325.679,1139.85,1013.842,0.06
9/2/2016,-0.127,0.61,0.927,46469,3410.84,1758.18,5.34,40.88,148.99,1.1156,66.4643,7819.571,539.112,-0.12,-0.34,-0.11,0.58,202,188,74.64,1513.18,2296.207,1135.19,1010.662,0.13
9/1/2016,-0.226,0.7,0.855,46175,3414.9,1950.17,5.11,43.13,148.54,1.1197,70.2452,8193.906,519.766,-0.11,-0.26,-0.09,0.58,34,49,72.66,1510.25,2287.374,1132.02,1001.8,0.12
8/31/2016,-0.189,0.7,1.026,46212,3512.72,2116.5,5.2,43.06,148.21,1.1158,69.0806,6627.13,501.535,-0.15,-0.28,-0.11,0.57,90,113,72.7,1508.52,2294.04,1129.15,1000.986,0.11
8/30/2016,-0.184,0.63,0.861,46350,3603.66,1751.14,5.52,42.05,148.8,1.1143,69.1142,6170.242,394.868,-0.16,-0.3,-0.14,0.61,137,150,73.94,1511.34,2302.002,1131.7,1001.354,0.11
8/29/2016,-0.187,0.6,0.894,46472,3653.05,1612.43,5.49,41.48,,1.1189,68.6079,5368.155,341.404,-0.19,-0.3,-0.14,0.62,144,137,74.15,1505.73,2303.026,1131.83,1006.286,0.11
8/26/2016,-0.193,0.73,0.945,46149,3689.57,1884.87,5.2,43.36,149.29,1.1198,71.2373,9263.588,685.496,-0.19,-0.31,-0.14,0.62,162,139,72.83,1505.7,2297.337,1131.81,999.076,0.15
8/25/2016,-0.2,0.75,0.893,46274,3796.72,1840.63,5.17,42.82,148.76,1.1285,69.3552,6635.144,452.747,-0.21,-0.3,-0.13,0.6,91,99,73.89,1506.47,2304.785,1133.6,1006.261,0.09
8/24/2016,-0.211,0.68,1.044,46218,3869.79,1792.24,5.16,42.57,150.53,1.1264,66.5089,6958.718,517.676,-0.22,-0.28,-0.13,0.6,80,117,74.01,1506.06,2309.201,1134.4,1005.779,0.08
8/23/2016,-0.156,0.56,0.925,46499,3958.41,1780.99,4.88,39.89,150.98,1.1305,66.6166,6533.64,415.493,-0.23,-0.3,-0.13,0.62,201,203,74.89,1509.7,2324.148,1137.06,1009.933,0.07
8/22/2016,-0.177,0.63,0.811,46347,3974.58,1653.21,4.91,40.42,150.83,1.132,67.8711,6800.295,470.345,-0.26,-0.28,-0.11,0.61,85,117,73.64,1507.27,2314.272,1135.76,1009.976,0.08
8/19/2016,-0.111,0.6,0.805,46334,4037.74,1918.34,5.13,40,151.65,1.1325,64.8151,8341.417,522.197,-0.27,-0.3,-0.14,0.62,104,126,74.33,1504.08,2314.383,1134.83,1007.327,0.1
8/18/2016,-0.167,0.54,0.832,46326,4095.77,2016.28,5.28,39.98,153.22,1.1354,63.6508,7623.656,472.93,-0.27,-0.31,-0.15,0.63,136,124,74.01,1502.93,2332.106,1137.19,1009.257,0.06
8/17/2016,-0.175,0.59,0.903,46180,4111.85,2061.45,5.41,41.08,151.89,1.1289,63.5403,7792.541,481.275,-0.27,-0.3,-0.14,0.62,71,74,72.17,1499.06,2324.691,1135.95,1003.928,0.09
8/16/2016,-0.203,0.7,0.927,46064,4185.27,1891.38,5.41,42.38,151.93,1.1279,63.6712,7161.63,402.643,-0.21,-0.3,-0.16,0.67,101,96,72.55,1501.41,2336.775,1139.36,999.897,0.13
8/15/2016,-0.182,0.51,0.739,46375,4261.35,1677.38,5.17,39.95,150.06,1.1184,63.7693,8564.315,382.05,-0.22,-0.36,-0.16,0.67,209,230,73.92,1499.78,2351.455,1140.37,1011.649,0.1
8/12/2016,-0.247,0.55,0.715,46200,4264.3,1645.78,5.07,40.09,150.18,1.1162,64.3692,8319.9,396.185,-0.21,-0.36,-0.12,0.68,146,119,72.83,1495.83,2353.711,1136.68,1013.615,0.07
8/11/2016,-0.191,0.61,0.832,46292,4300.7,1839.38,5.38,39.91,151.6,1.1137,65.2893,7639.983,441.786,-0.19,-0.35,-0.13,0.68,181,150,72.62,1495.16,2360.268,1135.4,1014.11,0.1
8/10/2016,-0.249,0.62,0.981,46009,4317.43,1728.73,5.14,40.96,153.54,1.1176,63.3392,6467.659,412.825,-0.15,-0.35,-0.11,0.67,162,123,71.29,1493.99,2372.729,1130.94,1015.303,0.06
8/9/2016,-0.212,0.61,0.857,46076,4362.5,1720.79,5.63,40.37,150.89,1.1117,64.3033,6436.649,402.633,-0.07,-0.36,-0.13,0.67,168,163,72.26,1492.62,2365.652,1131.35,1016.963,0.06
8/8/2016,-0.199,0.58,0.888,46089,4376.5,1874.11,5.76,37.27,151.6,1.1088,65.5025,6089.525,368.747,-0.04,-0.34,-0.12,0.67,169,148,72.2,1492.02,2350.591,1130.35,1015.242,0.08
8/5/2016,-0.15,0.52,0.669,46155,4386.21,2223.1,7.73,37.42,151.06,1.1086,66.5854,11446.11,492.747,-0.01,-0.34,-0.11,0.68,195,171,72.22,1490.45,2354.961,1130.95,1017.088,0.09
8/4/2016,-0.249,0.65,0.918,45864,4401.87,2001.55,7.2,40.32,150.16,1.113,67.104,6397.613,436.49,-0.01,-0.26,-0.06,0.7,118,94,69.41,1487.3,2355.301,1127.17,1015.624,0.04
8/3/2016,-0.233,0.59,0.654,45841,4477.6,2118.32,7.48,41.2,151.42,1.1149,67.7936,8329.709,397.019,-0.01,-0.21,-0.03,0.71,61,81,69.07,1488.91,2338.133,1128.66,1016.081,0.09
8/2/2016,-0.235,0.72,0.964,45668,4569.98,2405.13,7.78,43.63,152.67,1.1224,67.8455,8102.537,514.706,-0.01,-0.21,-0.01,0.7,76,68,66.08,1483.76,2350.974,1126.29,1018.661,0.11
8/1/2016,-0.184,0.72,1.062,45995,4719.21,2095.65,7.5,41.11,153.15,1.1163,63.6696,6533.924,466.54,0,-0.3,-0.04,0.71,184,143,69.07,1487.37,2369.635,1129.32,1025.293,0.05
7/29/2016,-0.176,0.62,0.906,46088,4776.02,2440.95,8.88,41.01,151.1,1.1174,64.1468,8604.957,577.553,0.02,-0.31,-0.02,0.75,244,142,70.77,1488.55,2367.857,1131.19,1025.376,-0.03
7/28/2016,-0.202,0.62,0.761,46052,4787.94,2195.64,10.62,41.22,150.31,1.1077,66.6729,8805.229,485.809,0.03,-0.23,0.01,0.77,167,145,70.61,1482.73,2358.402,1130.53,1022.045,0
7/27/2016,-0.101,0.66,0.821,45964,4825.04,2498.74,12.23,41.6,150.05,1.1058,66.6415,8845.307,572.392,0.06,-0.24,-0.01,0.76,176,166,70.59,1481.78,2353.756,1129.83,1014.914,0.03
7/26/2016,-0.048,0.76,0.883,46180,4853.38,2125.78,13.69,42.05,150.28,1.0986,68.7587,7120.551,489.103,0.11,-0.2,-0.01,0.74,165,161,71.86,1487.33,2339.188,1128.67,1021.003,0.07
7/25/2016,-0.019,0.71,0.929,46061,4851.24,1859.51,18.68,42.26,151.77,1.0995,68.7472,6413.905,443.177,0.12,-0.15,-0.03,0.71,131,119,70.85,1488.66,2329.718,1125.63,1022.386,0.08
7/22/2016,0.04,0.59,0.841,46141,4865.22,1951.46,19.2,41.22,152.6,1.0977,69.908,7283.171,483.856,0.14,-0.14,-0.05,0.71,180,138,72.41,1491.35,2333.021,1128.86,1024.303,0.06
7/21/2016,-0.002,0.61,1.03,45838,4813.82,2227.68,19.15,40.97,152.36,1.1026,71.8596,7096.272,482.087,0.16,-0.11,-0.04,0.71,137,112,71.12,1488.69,2331.842,1127.45,1016.64,0.05
7/20/2016,0.07,0.57,0.79,46038,4789.06,2049.1,19.12,40.13,151.33,1.1015,70.6421,8720.412,479.46,0.17,-0.12,-0.05,0.74,153,137,71.41,1489.19,2331.896,1128.5,1020.408,0.13
7/19/2016,0.055,0.67,0.921,45846,4710.87,1915.08,19.19,40.58,153.01,1.1021,70.5273,6537.494,435.138,0.17,-0.12,-0.02,0.62,106,82,70.49,1482.7,2337.435,1122.93,1017.246,0.12
7/18/2016,0.009,0.69,0.77,45947,4657.72,1822.33,19.23,40.64,151.38,1.1075,72.9246,7481.354,434.665,0.18,-0.14,-0.02,0.77,61,68,70.69,1482.37,2335.122,1124.18,1015.645,0.1
7/15/2016,-0.001,0.52,0.783,45849,4546.92,1963.64,19.23,41.27,154.24,1.1035,74.7729,8863.511,526.858,0.22,-0.14,-0.02,0.77,105,116,70.28,1480.38,2332.595,1121.98,1016.567,0.11
7/14/2016,0.013,0.53,0.698,45894,4445.11,2065.47,19.24,40.68,153.12,1.112,73.5649,10250.75,458.338,0.26,-0.17,-0.03,0.74,199,178,70.16,1476.77,2347.64,1125.22,1016.833,0.08
7/13/2016,-0.017,0.56,0.848,45721,4321.28,1935.89,19.16,39.34,152.91,1.109,71.6458,7755.107,414.43,0.3,-0.13,-0.01,0.76,187,175,69,1476.34,2363.405,1121.53,1018.857,0.03
7/12/2016,-0.046,0.59,0.762,45707,4181.82,2297.33,19.37,41.53,150.73,1.1061,71.4307,10372.34,526.781,0.31,-0.13,-0.03,0.76,255,222,69.8,1477.97,2353.094,1122.94,1015.794,0.07
7/11/2016,-0.077,0.58,0.736,45460,3988.46,1901.67,19.47,42.28,149.34,1.1058,69.7813,8852.424,426.503,0.31,-0.09,0.02,0.82,301,195,66.31,1473.18,2373.908,1118,1017.548,0.01
7/8/2016,-0.123,0.52,0.829,45270,3818.46,2196,19.44,40.93,147.97,1.1051,72.3051,10602.22,528.218,0.34,-0.03,0.06,0.86,256,164,63.78,1469.52,2384.099,1114.87,1015.645,-0.06
7/7/2016,-0.203,0.6,0.829,44781,3669.17,2093.67,18.77,43.76,148.16,1.1063,76.7253,7768.283,474.088,0.36,-0.01,0.15,0.83,155,49,58.84,1463.58,2368.818,1108.4,1004.277,-0.03
7/6/2016,-0.261,0.76,0.91,44739,3615.85,2351.57,18.77,44.76,147.11,1.11,76.0937,7225.913,427.964,0.38,0.05,0.15,0.82,228,85,58.53,1463.33,2367.31,1107.06,1009.854,-0.05
7/5/2016,-0.313,0.73,0.933,44474,3552.93,2196.42,18.75,46.89,149.81,1.1076,78.1189,7343.253,978.536,0.4,0,0.16,0.76,207,98,57.69,1454.53,2366.184,1104.62,1006.923,-0.03
7/1/2016,-0.235,0.57,0.886,44714,3514.76,2102.23,18.63,45.9,148.62,1.1136,74.3476,8562.206,461.176,0.46,-0.06,0.11,0.75,342,140,61.37,1461.23,2353.699,1114,1006.778,0.03
6/30/2016,-0.3,0.65,1.041,44624,3371.21,2827.56,18.65,50.69,148.3,1.1106,72.6386,8886.64,625.205,0.48,-0.04,0.14,0.76,316,108,60.47,1454.11,2338.743,1109.1,1007.314,0.09
6/29/2016,-0.338,0.58,0.959,44218,3238.5,2588.97,18.04,49.78,146.41,1.1125,71.8031,9159.342,597.762,0.51,-0.05,0.2,0.71,235,61,57.2,1448.22,2331.96,1106.05,988.283,0.1
6/28/2016,-0.485,0.59,0.981,43764,3175.46,2696.62,17.07,53.2,145.75,1.1065,78.6739,8403.225,492.614,0.49,0.09,0.31,0.7,144,35,51.61,1434.57,2321.078,1093.75,975.974,0.09
6/27/2016,-0.765,0.81,1.218,43321,3218.13,3353.73,16.01,57.24,143.7,1.1025,81.5678,10064.01,762.201,0.41,0.32,0.41,0.66,126,27,46.74,1429.01,2309.414,1084.24,963.896,0.12
6/24/2016,-0.762,1.01,1.169,43670,3383.19,4416.96,14.78,58.68,143.47,1.1117,77.9402,12361.08,1194.879,0.39,0.27,0.32,0.63,129,46,54.53,1443.91,2292.156,1094.86,971.249,0.15
6/23/2016,-0.173,0.61,0.86,44096,3449.04,1918.32,7.89,49.21,146,1.1385,74.0447,8234.071,453.614,0.37,-0.11,0.05,0.53,153,98,66.37,1459.65,2241.357,1118.69,986.945,0.24
6/22/2016,-0.451,0.77,0.963,43665,3387.34,1859.59,7.9,60.53,145.26,1.1296,79.52,7621.863,508.892,0.37,0.14,0.12,0.57,89,63,62.66,1452.35,2253.45,1111.45,978.14,0.25
6/21/2016,-0.31,0.64,0.821,43736,3420.23,1949.92,7.9,56.23,143.24,1.1242,76.964,7233.395,407.536,0.37,0.04,0.13,0.5,81,51,62.84,1453.18,2257.476,1111.1,978.68,0.28
6/20/2016,-0.352,0.6,0.865,43610,3414.89,2134.73,8.1,52.23,142.88,1.1314,77.3208,7539.47,463.204,0.37,0.01,0.14,0.57,116,75,60.06,1454.78,2271.654,1111.34,975.801,0.24
6/17/2016,-0.452,0.63,0.874,43295,3417.39,2912.48,7.9,52.61,141.84,1.1277,82.5806,9741.14,540.42,0.36,0.21,0.24,0.64,86,43,60.11,1447.52,2293.641,1107.2,971.249,0.2
6/16/2016,-0.48,0.77,1.089,43300,3503.31,2109.41,7.79,51.56,141.29,1.1225,83.544,9675.062,639.967,0.37,0.29,0.27,0.69,90,45,59.09,1445.24,2307.116,1107.14,974.851,0.15
6/15/2016,-0.531,0.68,0.948,43177,3628.4,2107.59,8.42,53.87,144.01,1.126,78.6673,7412.256,432.534,0.36,0.21,0.27,0.61,70,46,62.18,1449.43,2293.405,1109.96,969.359,0.13
6/14/2016,-0.492,0.79,1.009,43226,3755.18,2256.09,9.07,53.86,141.7,1.1207,79.1012,9026.942,561.568,0.34,0.31,0.26,0.65,40,35,61.3,1446.67,2292.476,1108.98,970.463,0.17
6/13/2016,-0.504,0.75,0.97,43316,3926.77,2044.64,9.57,56.22,141.49,1.1292,79.5662,8342.488,532.392,0.3,0.21,0.18,0.6,94,49,63.13,1445.56,2287.474,1113.08,969.81,0.15
6/10/2016,-0.292,0.81,1.066,43687,4055.31,2049.71,9.15,48.88,141.92,1.1251,75.0982,8711.453,645.282,0.3,0.09,0.12,0.6,132,43,65.33,1446.88,2293.093,1120.37,975.731,0.12
6/9/2016,-0.137,0.72,0.969,44079,4096.73,1877.92,9.2,44.01,142.72,1.1316,70.5602,6943.793,352.782,0.28,-0.06,0.06,0.58,155,73,69.59,1452.09,2291.176,1128.86,980.885,0.12
6/8/2016,-0.144,0.59,0.808,44162,4018.18,1853.95,10.15,43,143.02,1.1395,67.9187,7418.203,351.592,0.27,-0.14,0.03,0.6,251,144,71.98,1453.75,2284.122,1132.34,975.145,0.12
6/7/2016,-0.115,0.61,0.856,43961,3865.67,1996.01,10.1,42.65,141.09,1.1358,64.4494,7504.443,334.542,0.27,-0.16,0.04,0.59,183,123,70.67,1451.57,2277.412,1131.74,969.788,0.15
6/6/2016,-0.125,0.59,0.788,43860,3732.65,1934.37,10.15,42.26,142.69,1.1355,66.269,7397.789,375.229,0.31,-0.13,0.05,0.61,173,120,69.19,1446.83,2268.065,1129.73,968.718,0.19
6/3/2016,-0.139,0.59,0.91,43695,3606.41,2120.56,9.99,41.61,141.91,1.1367,67.5923,8232.96,467.707,0.29,-0.17,0.1,0.56,170,67,66.58,1443.03,2269.224,1126.85,969.808,0.19
6/2/2016,-0.063,0.69,0.878,43867,3514.51,2128.97,10.15,41.26,140.84,1.1151,69.5592,6649.038,380.11,0.29,-0.14,0.08,0.58,119,100,67.98,1443.99,2258.092,1126.75,967.342,0.27
6/1/2016,-0.043,0.55,0.913,43663,3407.81,2048.05,10.55,42.74,139.27,1.1188,68.7501,6346.091,368.211,0.25,-0.13,0.07,0.56,96,82,66.39,1438.52,2241.302,1125.6,964.22,0.31
5/31/2016,-0.056,0.58,0.888,43535,3323.16,2592.91,10.89,42.57,141.21,1.1132,67.9149,6729.768,656.213,0.24,-0.2,0.06,0.54,84,94,65.86,1434.42,2237.512,1125.65,961.465,0.3
5/27/2016,0.054,0.51,0.85,43534,3268.28,1732.89,11.04,40.79,141.42,1.1115,66.7644,6873.619,337.089,0.24,-0.28,0.03,0.56,71,86,64.96,1436.05,2245.323,1123.51,961.36,0.27
5/26/2016,-0.021,0.55,0.941,43226,3203.87,1857.57,11.4,42.57,140.58,1.1194,66.1539,6231.384,297.272,0.24,-0.26,0.04,0.56,67,64,63.63,1427.82,2244.86,1120.72,956.019,0.25
5/25/2016,0.053,0.62,0.865,43287,3178.04,2219.19,11.42,42.42,138.56,1.1155,67.5364,9112.65,405.393,0.22,-0.24,0.03,0.55,81,101,64.48,1428.41,2238.053,1120.96,951.889,0.29
5/24/2016,0.033,0.6,0.91,43096,3142.88,2139.31,11.19,43.74,139.13,1.1141,69.4106,7785.296,413.709,0.22,-0.17,0.08,0.55,67,92,61.85,1421.86,2234.348,1116.7,952.644,0.31
5/23/2016,-0.093,0.65,0.892,42672,3153.14,1870.08,10.25,48.66,137.7,1.122,67.7843,5991.769,320.542,0.24,-0.11,0.14,0.53,25,50,57.34,1415.36,2234.004,1112.03,939.196,0.3
5/20/2016,-0.088,0.78,0.922,42795,3248.1,2274.37,10.24,48.04,140.41,1.1224,68.5137,8571.272,405.59,0.22,-0.09,0.14,0.53,34,35,57.92,1415.49,2234.351,1112.54,941.629,0.29
5/19/2016,-0.145,0.8,1.193,42474,3343.8,2271.03,10.21,49.14,139.36,1.1203,70.5554,7668.938,470.732,0.21,-0.06,0.16,0.54,16,18,54.56,1411.65,2229.975,1107.16,935.331,0.29
5/18/2016,-0.107,0.75,1.081,42652,3551.09,2547.13,10.15,48.52,139.63,1.1216,69.8479,8415.344,492.269,0.2,-0.04,0.12,0.55,28,24,56.71,1414.04,2237.416,1110.44,935.807,0.26
5/17/2016,-0.143,0.81,1.069,42733,3703.88,2466.03,10.2,48.5,140.36,1.1313,67.1195,7251.858,376.095,0.2,-0.01,0.12,0.56,49,28,56.15,1413.31,2261.989,1110.9,941.094,0.15
5/16/2016,-0.145,0.6,0.843,42992,3808.57,2099.33,9.93,45.6,140.09,1.1321,66.9396,6967.854,312.724,0.2,0.02,0.11,0.63,96,45,58.65,1410.46,2268.245,1111.9,956.286,0.15
5/13/2016,-0.197,0.84,1.151,42628,3864.25,2178.83,9.33,47.98,140.47,1.1309,64.066,7523.042,466.263,0.22,0,0.13,0.61,79,33,56.68,1404.8,2273.478,1109.92,949.937,0.13
5/12/2016,-0.144,0.8,1.079,42983,4007.3,2269.46,8.8,46.38,142.9,1.1377,63.9185,6988.505,418.474,0.21,-0.05,0.11,0.6,103,30,59.41,1401.23,2268.681,1111.15,955.237,0.15
5/11/2016,-0.182,0.8,0.929,42958,4096.73,2227.41,9.44,47.4,143.38,1.1426,63.8888,7482.811,364.084,0.24,-0.06,0.12,0.57,105,65,59.65,1404.37,2280.919,1113.4,951.709,0.14
5/10/2016,-0.129,0.91,0.832,43283,4175.97,2049.27,9.43,44.01,141.71,1.1372,63.9664,8422.594,380.653,0.26,-0.09,0.11,0.59,203,53,61.94,1406.81,2278.133,1116.94,959.432,0.15
5/9/2016,-0.226,0.86,0.992,42886,4201.24,1975.58,8.44,47.38,142.48,1.1383,64.119,6243.357,343.44,0.26,-0.06,0.16,0.56,201,57,58.56,1395.64,2271.562,1109.57,952.384,0.18
5/6/2016,-0.239,0.92,1.009,42808,4308.03,2242.56,8.49,47.57,144.86,1.1404,65.1538,8229.881,472.679,0.25,-0.03,0.17,0.55,135,39,59.57,1392.16,2279.748,1110.55,946.153,0.18
5/5/2016,-0.304,0.8,1.031,42630,4401.38,2285.27,9.37,50.52,145.47,1.1405,68.6674,6344.509,388.213,0.24,0.01,0.16,0.53,127,42,58.65,1395.19,2273.022,1110.66,942.065,0.13
5/4/2016,-0.296,0.8,1.107,42620,4542.36,2368.64,10.03,50.6,146.86,1.1487,68.1193,7173.413,425.268,0.23,0.02,0.14,0.52,113,34,59.38,1390.75,2273.226,1110.75,941.599,0.16
5/3/2016,-0.251,0.77,0.987,42812,4676.88,2498.67,10.39,50.27,148.57,1.1496,68.4133,7461.277,448.639,0.22,0,0.1,0.5,75,37,61.49,1392.19,2285.135,1115.78,938.442,0.17
5/2/2016,-0.173,0.74,0.963,43108,4775.58,2287.88,10.01,46.63,,1.1534,64.6808,6374.847,377.691,0.19,-0.05,0.04,0.48,109,78,64.38,1396.83,2291.164,1121.34,941.902,0.2
4/29/2016,-0.243,0.86,1.068,42815,4777.54,2900.56,9.9,50.33,151.16,1.1451,64.921,10101.91,679.241,0.17,-0.08,0.04,0.48,71,55,63.48,1397.06,2284.222,1120.75,932.491,0.12
4/28/2016,-0.218,0.77,0.888,43031,4805.16,2704.01,9.76,49.08,147.48,1.1352,64.6443,9185.365,520.585,0.16,-0.14,0.01,0.5,91,88,65,1402.47,2288.887,1123.86,934.823,0.12
4/27/2016,-0.133,0.55,0.839,43331,4789.37,2556.93,9.36,44.64,147.8,1.1322,64.7405,8972.685,453.271,0.17,-0.11,0,0.52,105,76,65,1403.84,2275.109,1127.19,940.963,0.19
4/26/2016,-0.084,0.53,0.77,43110,4693.42,2169.06,9.85,44.39,147.36,1.1297,67.1531,7413.423,307.284,0.17,-0.1,0,0.49,64,72,66.11,1400.24,2272.998,1125.76,934.47,0.27
4/25/2016,-0.104,0.7,0.974,42881,4631.88,1981.01,9.83,45.07,148.76,1.1268,67.8852,5870.893,354.785,0.16,-0.06,0.01,0.5,28,43,63.7,1399.78,2274.89,1123.21,933.15,0.26
4/22/2016,-0.094,0.61,0.884,43002,4636.2,2498.96,9.82,43.39,149.06,1.1222,67.7807,9195.634,495.214,0.14,-0.02,-0.02,0.51,55,53,65.34,1402.83,2280.112,1127.29,931.117,0.25
4/21/2016,-0.149,0.85,1.008,42752,4558.89,2560.12,10.08,42.94,149.75,1.1288,68.5982,7799.017,472.996,0.17,-0.04,-0.03,0.5,65,60,63.26,1399.02,2296.004,1127.39,926.465,0.24
4/20/2016,-0.119,0.68,0.853,42958,4520.86,2430.36,9.91,43.19,147.36,1.1297,67.7689,9117.736,470.844,0.18,-0.05,-0.02,0.56,106,86,64.75,1397.08,2316.789,1127.56,940.141,0.23
4/19/2016,-0.17,0.67,0.743,42915,4407.2,2337.76,9.92,42.69,144.25,1.1358,66.4398,10051.78,434.584,0.17,-0.05,0.01,0.57,175,96,63.69,1395.23,2324.386,1127.42,948.171,0.19
4/18/2016,-0.204,0.69,0.875,42773,4280.25,2029.88,9.96,42.91,143.31,1.1313,66.3398,7654.949,390.056,0.18,-0.01,0.04,0.62,140,84,61.43,1387.14,2329.028,1123.2,946.548,0.21
4/15/2016,-0.217,0.63,0.827,42430,4183.4,2185.43,9.92,48.06,142.93,1.1284,66.4853,9545.748,462.586,0.17,0,0.08,0.58,72,68,60.05,1391.44,2333.881,1121.8,941.653,0.2
4/14/2016,-0.198,0.68,0.831,42369,4134.44,2167.93,10.11,44.97,143.75,1.1268,67.52,8272.962,380.201,0.15,0,0.05,0.59,76,67,59.26,1388.39,2322.732,1123.42,937.563,0.24
4/13/2016,-0.171,0.61,0.797,42431,4071,2516.75,10.12,43.39,143.52,1.1274,67.485,11686.42,468.309,0.13,-0.01,0.07,0.59,90,71,59.73,1390.11,2329.549,1123.87,940.035,0.21
4/12/2016,-0.246,0.72,0.856,42139,3958.68,2390.1,9.54,46.35,140.18,1.1386,68.7767,8025.264,405.655,0.1,0.03,0.11,0.61,114,41,54.4,1382.5,2331.193,1116.73,936.012,0.22
4/11/2016,-0.355,0.65,0.873,41799,3909.53,2096.59,10.49,49.99,138.27,1.1408,69.7667,6921.203,407.877,0.09,0.05,0.14,0.64,103,54,50.73,1381.66,2346.92,1115.69,931.33,0.17
4/8/2016,-0.313,0.75,0.88,41891,3941.93,1987.93,10.45,47.45,138.08,1.1399,70.8799,7604.51,439.374,0.07,0.07,0.17,0.63,100,52,50.1,1383.32,2345.787,1115.58,936.402,0.14
4/7/2016,-0.343,0.68,0.991,41663,3997.19,2382.33,10.55,47.94,138.75,1.1378,71.0948,7633.984,467.993,0.06,0.12,0.19,0.62,74,32,48.16,1382.53,2354.789,1113.14,933.17,0.12
4/6/2016,-0.323,0.61,0.827,42060,4136.4,2292.28,10.42,42.7,139.58,1.1399,69.708,7365.813,367.426,0.06,0.03,0.1,0.67,122,42,50.62,1384.23,2350.585,1118.4,940.377,0.17
4/5/2016,-0.414,0.69,0.92,41734,4182.8,2473.43,9.8,47.92,140.13,1.1384,68.3119,6875.64,372.843,0.04,0.03,0.13,0.64,99,24,48.11,1379.76,2351.925,1113.83,932.458,0.14
4/4/2016,-0.326,0.65,0.944,42111,4309.28,2021.33,9.24,44.37,141.82,1.1391,65.3606,6032.953,329.306,0.04,-0.09,0.06,0.67,140,80,50.52,1392.43,2343.004,1119.07,941.75,0.14
4/1/2016,-0.269,0.63,0.842,42355,4365.57,2298.67,9.25,41.16,142.76,1.1391,66.997,7964.686,415.762,0.03,-0.09,0.05,0.66,168,71,53.19,1390.34,2343.487,1120.45,947.221,0.17
3/31/2016,-0.366,0.68,0.968,42132,4326.52,2249.18,9.07,45.02,141.08,1.138,68.8027,6628.198,348.59,0.03,-0.11,0.07,0.64,145,65,52.49,1391.05,2336.181,1120.47,941.313,0.16
3/30/2016,-0.336,0.62,1.012,42147,4254.03,2071.47,12.49,46.25,142.32,1.1338,70.5431,8203.881,416.037,0.05,-0.12,0.06,0.64,191,100,51.95,1387.96,2331.596,1119.56,941.153,0.18
3/29/2016,-0.346,0.61,0.876,41999,4168.29,2145.2,12.82,43.38,142.46,1.1291,72.6564,7243.019,370.041,0.04,-0.06,0.12,0.6,178,75,50.13,1387.46,2331,1116.87,939.865,0.2
3/28/2016,-0.309,0.66,0.826,41659,4096.2,1661.76,12.46,47.69,,1.1196,74.692,4873.329,257.432,0.05,-0.03,0.12,0.54,72,31,45.98,1385.14,2316.758,1112.06,928.659,0.33
3/24/2016,-0.271,0.82,1.047,41567,4102.09,2032.66,13.09,47.08,142.5,1.1174,72.6776,6513.945,458.641,0.08,-0.04,0.11,0.52,47,24,45.4,1385.06,2317.867,1113.16,925.847,0.34
3/23/2016,-0.296,0.84,1.026,41615,4117.21,2082.34,13.18,47.58,145.33,1.1181,71.0806,6958.647,506.632,0.09,-0.09,0.08,0.49,54,27,44.77,1385.65,2321.825,1112.73,926.318,0.3
3/22/2016,-0.248,0.88,1.028,41855,4120.52,1999.35,13.67,45.34,145.38,1.1217,71.122,6420.041,387.152,0.09,-0.15,0.04,0.49,57,40,49.14,1387.26,2318.438,1117.4,929.118,0.31
3/21/2016,-0.247,0.71,0.847,41944,4018.84,1990.94,14.53,46.03,145.39,1.1241,70.8269,7029.894,403.639,0.12,-0.24,0.01,0.52,43,50,49.46,1377.74,2319.353,1116.49,930.491,0.28
3/18/2016,-0.289,0.55,0.789,41974,3871.73,4065.08,14.53,46.2,146.43,1.127,71.2631,12085.04,497.171,0.15,-0.24,0.06,0.53,135,96,49.9,1378.53,2323.025,1114.29,932.29,0.27
3/17/2016,-0.335,0.63,0.67,41836,3684.04,2666.13,14.56,49.73,144.83,1.1318,72.4143,12990.86,468.218,0.18,-0.21,0.06,0.55,167,76,47.85,1375.95,2320.774,1112.31,932.4,0.34
3/16/2016,-0.354,0.71,0.789,41568,3489.95,2445.99,15.51,47.58,142.56,1.1224,74.1591,9287.929,455.728,0.19,-0.2,0.13,0.56,93,42,44.57,1377.33,2307.871,1109.4,927.419,0.36
