DATE,UMCSENT,UMCSENT_CHG,PCE,PCE_CHG
12-01-20,80.7,0.049414824,14467.3,-0.005410422
01-01-21,79,-0.021065675,14389.5,-0.005377645
02-01-21,76.8,-0.027848101,14857.9,0.032551513
03-01-21,84.9,0.10546875,14699.6,-0.010654265
04-01-21,88.3,0.040047114,15458.9,0.051654467
05-01-21,82.9,-0.061155153,15618.7,0.010337087
06-01-21,85.5,0.031363088,15624.4,0.000364947
07-01-21,81.2,-0.050292398,15802,0.011366836
08-01-21,70.3,-0.134236453,15811.7,0.000613846
09-01-21,72.8,0.035561878,15966.8,0.009809192
