"XLK","XLV","XLY","XLF","XLI","XLP","XLU","XLB","XLE"
40.387772,61.377476,72.370354,16.369055,49.757355,45.147259,40.677326,39.909527,48.270527
40.499199,61.350178,72.463799,16.266979,49.613335,45.095535,40.785725,39.909527,48.505836
40.39706,61.177197,72.790855,16.318014,49.631325,45.336876,40.635624,40.079735,48.24699
41.028408,61.887287,73.529037,16.347174,49.955364,45.673027,41.236034,40.303699,48.474461
41.269806,61.8964,73.996231,16.441961,50.04538,45.974697,41.135967,40.482864,48.568592
41.186249,61.705215,73.912132,16.405506,49.928371,45.733368,41.377796,40.142452,48.545052
41.501923,62.406216,74.220512,16.551332,50.162384,46.21603,41.536232,40.527657,47.894028
41.344082,63.152729,73.641144,16.471128,49.595318,46.233273,41.361126,39.999111,47.541061
40.944851,62.333378,73.015099,16.237804,49.289303,45.922974,40.585587,39.74828,47.21946
41.344082,64.008453,73.706573,16.325302,49.532326,46.284988,40.535564,40.205154,48.239151
40.74987,63.307465,72.874939,16.01907,49.055275,45.785065,40.518887,39.622864,47.956776
40.74987,63.134514,72.762825,16.077398,49.244297,46.035027,40.735699,39.882652,48.921555
40.638462,62.652012,72.491821,16.143023,49.262291,45.707504,40.560577,40.061821,48.717613
40.917,63.161831,73.043121,16.347174,49.55032,45.991936,40.844101,40.617241,50.168709
41.334797,63.753571,74.070984,16.719032,50.288403,45.638542,40.593933,41.020367,50.404041
41.325512,63.789963,74.070984,16.755489,50.378426,45.431679,40.5439,41.047237,50.521683
41.167683,63.744438,74.276566,16.697157,50.45042,45.716122,40.769043,41.235367,49.839268
41.344082,64.336205,74.977364,16.821112,50.495422,45.974697,40.927505,41.423492,50.662865
41.111965,64.563805,74.566216,17.032562,50.855469,45.948833,40.994198,42.310364,51.674717
41.19553,64.909744,74.659668,17.163809,50.774464,45.431679,39.968513,42.184952,52.137508
41.046982,65.292107,74.398041,17.010683,50.648449,44.621494,39.134621,41.996815,51.831593
40.332062,65.428665,74.248528,17.171097,50.774464,44.785244,39.484863,42.292458,52.584602
40.341358,65.173737,74.332642,17.134645,50.531429,45.095535,39.559902,42.149113,51.996311
40.146381,64.927948,74.510185,17.244009,50.981483,44.914536,39.618275,42.489536,52.827755
39.960693,64.855118,74.435417,17.273176,51.341515,45.130013,40.193676,42.847878,53.831753
39.45932,64.545609,73.631805,17.090893,50.846462,45.173115,40.135292,42.44474,53.031673
39.115795,63.535088,74.005577,16.996109,50.549431,45.078293,40.377117,42.193913,52.945404
39.403614,63.899242,75.042763,17.149225,50.810463,45.595448,40.702335,42.346191,52.890503
39.041523,63.698944,74.351318,16.930479,50.39642,45.509251,40.66898,41.647449,51.643341
38.920815,63.088982,74.014923,16.799238,49.775356,45.647163,41.144306,41.226406,50.898186
38.939388,63.353012,73.538368,16.791941,49.748344,45.655777,40.98587,41.020367,51.3139
39.227203,62.979736,74.08033,16.864862,50.081383,45.888512,40.719025,41.351814,51.196255
39.227203,63.698944,74.285904,16.821112,49.856354,46.138454,40.952507,40.850155,50.45108
39.737854,64.236069,75.239006,17.061729,50.711449,46.59528,40.994198,41.530994,51.337437
39.450035,63.462257,73.72525,16.879448,50.288403,46.224659,41.144306,41.387661,51.494312
39.338623,63.088982,73.865433,16.886736,50.180393,46.474602,41.386139,41.566822,51.635506
39.190067,62.943321,72.987076,16.682577,49.55032,45.888512,41.185993,41.163704,50.97662
39.737854,63.799072,73.444931,16.770071,50.162384,46.181549,41.236034,41.871418,51.839436
39.338623,63.134514,72.613312,16.675287,49.919357,45.276543,40.535564,41.65641,52.082596
39.412895,63.398514,72.192825,16.966942,49.748344,44.750767,39.776722,41.020367,51.580585
39.199356,62.861404,72.127419,16.806528,49.2803,45.190346,40.176987,41.163704,51.588428
39.672863,63.444038,72.603943,16.923191,49.532326,44.95763,40.268715,41.459332,51.894348
39.598595,63.189125,72.351662,16.908607,49.442307,45.000729,39.910133,41.943081,51.760998
40.341358,64.09951,73.220673,17.163809,49.955364,45.379971,40.310413,42.220791,52.019844
40.619896,64.500076,73.622475,17.346092,50.297405,45.448921,40.193676,42.740368,52.843437
40.74987,64.509171,73.771988,17.244009,50.153389,45.629921,40.652309,42.283493,52.623814
40.944851,64.800514,74.117722,17.360672,50.342403,45.681637,40.719025,42.265587,52.65519
41.028408,64.955238,74.042953,17.316925,50.333412,45.38858,40.98587,42.050583,52.451252
40.926285,65.19194,73.996231,17.353378,50.378426,45.854031,41.094269,42.104328,52.466942
40.889137,66.02951,74.407364,17.389841,50.441433,45.871269,41.110947,42.337242,52.396351
40.796291,65.811005,73.921478,17.141932,50.39642,46.164314,41.761387,42.69558,52.192398
40.870571,66.166069,74.108353,17.244009,50.873463,46.21603,41.703007,43.134544,53.345448
41.037697,65.756378,74.201813,17.207556,51.116501,46.164314,41.669659,43.152454,54.553379
41.121258,65.983986,74.285904,17.222136,51.440529,46.440128,41.919823,43.403305,54.427872
41.130539,65.874718,74.117722,17.098181,51.431534,46.621124,42.278412,43.089741,54.012157
40.814865,65.346741,73.342148,16.886736,50.828465,46.655602,42.169994,42.767254,52.843437
40.359921,64.827805,72.940346,16.770071,50.2794,46.267754,42.119953,42.292458,52.686562
40.452766,64.927948,72.753471,16.522171,50.288403,46.44875,42.345108,41.978912,52.65519
40.350639,64.481865,72.959045,16.544039,50.3064,46.310837,42.078262,42.16703,52.529694
40.434196,64.70945,73.19265,16.58779,50.39642,46.552174,42.345108,42.310364,52.278694
40.16457,64.037628,73.077324,16.573866,50.438942,46.364025,42.498127,42.494938,52.812416
40.332504,64.439819,73.733711,16.669153,50.900536,46.511421,42.338375,42.738022,53.270351
40.6124,64.220436,73.564919,16.764452,50.86433,46.632816,42.397232,42.620983,53.901981
40.472454,64.403267,73.461777,16.749788,50.719532,46.658825,42.195457,42.665997,53.601967
41.022896,65.244164,74.183823,17.101643,51.307816,46.944984,42.31316,43.323212,54.48624
39.446175,63.352089,71.426895,16.185356,49.217133,46.043179,42.380428,41.43256,52.725567
38.65316,62.502037,70.114075,15.723543,48.058655,45.947803,42.901669,40.037075,51.035946
39.418182,63.717724,71.511307,16.126717,48.873203,46.233952,43.061398,40.379185,52.457123
40.024624,64.933403,72.664703,16.493229,49.742062,46.771553,43.1791,41.063435,53.451939
40.463123,65.545799,73.199219,16.757124,50.692375,47.820747,44.112297,41.720657,53.878288
40.556423,65.95713,73.958786,16.669153,50.855278,47.595295,44.120697,41.73867,54.162514
40.257874,65.893143,73.358627,16.419926,50.393719,47.864101,44.448578,40.98241,53.072964
40.537773,66.633507,73.9869,16.463909,50.647121,47.907455,44.541058,41.144463,53.301937
40.537773,66.532974,74.305733,16.485899,50.782879,47.812077,43.717155,41.252499,52.757145
41.172184,67.355598,75.599815,16.801104,51.796547,48.28899,44.17115,42.278858,53.459843
41.414757,67.172791,76.040512,16.896397,52.122379,48.297665,44.137505,42.485928,53.562477
41.750626,67.501846,76.340599,17.10898,52.602047,48.037533,43.5322,43.260201,54.888901
41.759964,67.474426,75.965523,17.10898,52.728745,48.306328,43.876892,43.377254,54.415173
42.030525,67.766914,76.274963,17.270241,53.126972,48.297665,43.591053,43.764381,54.691528
41.993202,67.712074,75.93737,17.240923,53.117924,48.297665,43.717155,43.917431,54.659939
42.273094,67.739502,76.228081,17.299564,53.072685,48.245632,43.843262,44.205532,54.699429
42.179802,67.593254,76.08741,17.306896,53.099823,48.210934,43.767601,43.944447,54.391499
42.730247,68.205658,76.40625,17.336214,53.19939,48.037533,43.515381,43.962452,54.312542
42.506332,68.406746,76.199951,17.248249,52.656353,47.898785,43.776005,43.692364,53.775658
42.758236,68.543846,76.518776,17.358208,52.755909,48.124226,44.356102,43.809391,53.941456
42.702259,68.470757,76.640656,17.321558,52.475338,48.072201,44.280437,43.737373,52.867699
42.795563,68.351906,76.546906,17.336214,52.909763,47.699352,43.893707,44.070488,53.175594
43.150093,68.662689,76.312477,17.328888,52.701607,46.988338,43.389275,44.1245,52.654507
43.17807,68.598701,76.453117,17.365538,52.683502,47.19643,43.557419,44.061485,52.662415
43.336685,68.735786,76.537537,17.336214,52.529648,47.430557,43.818047,43.836403,53.199276
43.420654,69.174553,76.659439,17.292234,52.466293,47.482582,43.843262,43.593323,51.44651
43.094105,68.90947,75.515411,17.145626,51.977554,47.413208,43.557419,43.476288,51.912334
43.243393,68.717522,75.731071,17.321558,52.230965,47.153076,43.296799,43.584312,52.915054
43.476627,68.616982,75.693558,17.277575,52.249069,47.257133,43.271591,43.764381,52.836098
43.896469,68.781494,76.490639,17.607437,52.77401,47.335182,42.64946,43.908432,53.317719
43.887146,68.196533,76.23745,17.629427,52.84642,47.283134,42.632629,43.998466,54.028309
43.980442,68.361038,76.012383,17.644091,52.828312,47.430557,42.624233,43.863422,53.74408
43.840488,68.13253,76.171814,17.504812,52.801159,47.603973,42.632629,43.872414,53.159813
43.999092,68.525558,76.931374,17.541464,53.145081,47.603973,42.733517,44.061485,53.941456
43.952454,68.351906,76.893845,17.490154,53.000278,47.76873,42.79237,43.593323,54.241482
44.167042,68.470757,77.0439,17.607437,53.353245,47.647331,42.136608,44.034477,54.675739
43.840488,67.858315,76.603157,17.563457,53.117924,47.439224,41.640591,43.800404,54.762577
43.821838,67.995422,76.424995,17.622103,53.27179,47.569283,42.262722,43.764381,54.928379
43.840488,68.02285,76.378113,17.607437,53.434704,47.734043,42.783962,44.043472,56.057434
43.868484,67.968002,76.424995,17.600109,53.416603,47.621315,42.262722,44.106499,55.591606
43.868484,68.105103,76.349983,17.600109,53.371357,47.690681,42.372021,44.043472,54.952072
44.027081,68.16909,76.734467,17.622103,53.416603,47.595295,42.187057,44.421608,55.338955
43.784508,67.09967,76.368744,17.614771,53.253696,47.517262,42.170242,43.908432,55.117882
43.877819,66.532974,76.11554,17.651419,53.244644,47.335182,42.195457,44.1245,54.967869
43.896469,66.788887,75.899872,17.673416,53.090786,47.092384,41.321117,43.872414,54.778362
44.064404,66.935165,76.162437,17.827347,53.470913,47.369862,41.657402,44.268551,55.149452
43.915131,66.706635,75.740456,17.988611,53.326096,47.092384,41.220238,44.16053,54.959965
43.840488,66.505554,75.543533,18.003273,53.027431,47.153076,41.388371,43.719376,54.091484
43.980442,66.331879,75.693558,17.929974,53.072685,47.170437,41.178196,43.899422,53.933559
44.176361,66.404991,75.84359,18.010601,53.335148,47.534599,41.72467,44.340576,54.541512
44.400272,66.642632,75.984268,17.981285,53.181278,47.638657,42.178642,44.24155,55.362648
44.512226,66.642632,76.021782,17.973955,53.244644,47.222446,42.187057,44.178528,55.678452
44.148369,66.697487,75.365372,17.959295,53.19939,46.962318,42.329971,43.989471,56.72065
43.066124,65.362991,73.546188,17.622103,51.696983,45.687675,40.741028,42.711006,55.031021
43.784508,66.331879,74.577682,17.820017,52.357681,46.546104,41.464046,43.116154,55.575809
43.467304,65.445244,73.518044,17.504812,51.588387,45.973824,40.892349,42.314873,53.988819
43.672554,65.445244,73.527428,17.460835,51.543129,45.835079,41.052094,42.215843,53.349304
44.390945,66.121651,74.061913,17.563457,51.950405,46.207939,41.363155,42.485928,54.01252
44.227936,66.166618,73.901894,17.396999,51.515415,46.057873,41.76675,42.315796,53.576439
44.143623,65.928024,73.845436,17.507927,51.742924,45.961899,42.182217,42.37915,53.54467
44.115509,66.129898,73.901894,17.516994,51.788425,46.084045,42.105904,42.252453,53.155453
44.612041,66.79055,74.617271,17.625801,52.46183,46.337067,42.962269,42.894981,54.386639
44.883728,67.295227,75.163246,17.662058,52.834934,46.747135,43.225109,43.03072,54.450195
44.490246,67.08416,74.993813,17.571394,52.525536,46.537731,43.1912,42.81353,53.727364
44.227936,66.304253,74.165466,17.290325,52.298035,46.145115,43.080963,42.614441,53.489063
44.715084,66.772202,74.918503,17.426323,52.662029,46.337067,42.521374,42.741127,53.13163
44.799412,66.67128,75.12561,17.507927,53.071541,46.415588,42.462013,43.229816,55.427204
44.527718,65.49678,74.73967,17.263128,52.652931,45.961899,41.826103,42.894981,55.331867
44.761929,66.166618,75.34211,17.498859,53.126141,46.424313,41.537823,43.211708,56.086475
44.630768,66.111542,75.295036,17.417259,53.171631,46.127666,40.952778,43.15741,56.046753
44.471516,65.983086,75.031471,17.489796,52.725723,45.735054,40.09642,42.569183,55.474842
44.630768,66.240021,75.34211,17.770864,53.062428,45.691433,40.011635,42.85878,56.324768
44.733829,65.992279,75.398567,17.798058,53.062428,45.778683,40.003151,43.211708,56.412125
44.612041,65.946388,75.0597,17.789,52.379929,45.656536,39.952278,42.4063,56.086475
44.921204,66.249191,75.18206,17.879665,52.434528,45.656536,40.282951,42.659687,56.968151
44.415298,64.588356,74.269005,17.716465,51.888519,45.420975,39.825104,42.080513,56.316818
44.490246,64.285568,74.617271,17.698332,51.988632,45.673981,40.215122,41.999058,56.078526
44.209202,64.313087,74.344307,17.526062,51.970417,45.682709,40.71537,41.781883,55.768745
44.377827,63.881824,74.259583,17.60766,52.079628,45.691433,40.48645,41.917614,55.443077
44.284149,63.670807,73.647758,17.526062,51.943127,45.473316,40.706886,41.953819,55.173008
44.527718,64.432388,74.13723,17.671133,52.052319,45.612904,41.054531,42.333904,55.395424
44.612041,64.19381,74.46669,17.825266,52.216122,45.35117,40.961262,42.641582,56.181782
44.405933,64.496613,74.325493,17.825266,51.934025,45.324993,40.935822,42.605389,56.118244
44.527718,63.96442,74.918503,17.8162,51.861229,45.569283,40.698421,42.58728,55.752853
44.958672,63.845135,75.455048,17.8706,51.961327,45.865929,40.85104,42.686836,55.586052
44.799412,63.661621,74.570213,17.852465,51.824821,46.0317,41.105396,42.297714,55.331867
44.546471,63.276241,74.250175,17.961262,52.006824,45.970627,41.207142,42.234352,55.458969
44.490246,63.569839,73.628914,18.006605,51.65192,45.761234,40.961262,42.180054,55.252441
44.443413,62.193489,73.459465,17.925001,51.961327,45.953171,41.088444,42.288643,55.101524
44.424671,61.808109,73.515968,17.897802,52.06142,46.066601,41.910896,42.306751,54.505787
44.040577,61.477787,72.998238,17.825266,51.615528,45.865929,41.147793,42.062416,54.513721
43.759518,61.156616,72.555824,17.707397,51.424412,45.75251,40.630589,41.836163,53.910049
43.337952,60.578548,72.367577,17.725531,51.342514,45.438412,40.783203,41.845222,54.124504
43.263,61.000629,72.226379,17.671133,51.388027,45.028358,40.656021,41.990013,53.830624
44.199837,62.560505,73.892471,18.115402,52.652931,45.787395,41.368248,42.632538,54.990326
44.415298,62.734871,74.193695,18.124464,52.971428,45.979351,41.69043,42.76828,55.06181
44.359104,64.946228,74.344307,18.895145,54.300034,45.35117,40.155769,43.673225,55.959385
43.647099,65.661942,74.617271,19.593285,55.455746,44.138432,39.189182,44.180012,56.197678
43.778255,64.680138,75.040886,19.647686,55.555851,44.094803,39.028088,43.573689,55.173008
43.113113,64.478264,75.050293,20.128223,55.792442,44.016285,39.002647,43.673225,55.482796
43.722038,64.661781,75.34211,20.11009,56.001751,44.286755,39.630085,43.854233,57.047596
44.124878,64.386497,75.756279,19.81995,55.683254,44.295471,39.358749,43.772785,56.650429
44.405933,64.643402,76.669342,20.091955,55.801548,44.216953,39.367249,43.790886,56.269154
44.368469,63.955246,76.433998,20.091955,55.783344,44.059914,39.248531,43.727535,56.499512
44.81815,64.184639,76.932892,20.16449,56.083652,44.356548,39.66399,44.243359,57.8419
44.958672,63.257889,77.845955,20.173561,56.338448,44.583389,39.816616,44.514843,57.810154
44.780666,63.505627,77.92128,20.291428,56.757046,44.3391,39.418114,44.713936,58.048428
44.968029,63.753384,78.109528,20.31863,57.06646,44.688091,39.986191,44.849678,57.762463
45.005501,63.276241,77.488266,20.082888,56.675152,44.784065,40.757759,44.668694,56.96022
45.033607,63.689156,77.695343,20.137289,56.720654,44.845139,40.927345,44.713936,56.261219
44.499615,63.083553,77.045845,20.409294,56.793449,44.1297,39.638554,45.193569,59.12075
43.581524,62.624737,77.083519,20.762897,57.166557,43.841789,39.324844,45.211662,59.263725
43.74078,62.771576,76.65992,20.536228,57.157455,44.120979,39.680962,45.229763,59.438484
44.162369,62.661453,77.497681,20.781033,57.111954,44.173336,39.731834,45.582695,59.9627
44.293522,62.835815,77.676544,20.962372,57.221161,44.304199,39.655521,45.636993,59.851509
45.136665,62.294411,79.18264,21.288773,58.28587,44.941101,40.172729,46.288567,60.328091
45.249084,62.4137,79.18264,21.488241,57.958267,44.757874,40.240562,46.596249,60.653778
45.576977,63.175301,79.361465,21.533569,58.222164,45.403519,40.664501,46.605301,60.84441
45.436455,63.478107,78.702553,21.325039,58.012859,45.586742,41.088444,46.39716,61.130379
46.007923,63.991951,79.408531,21.379438,57.930954,45.796135,41.512383,46.32476,61.821411
45.848656,63.661621,78.872009,21.279701,57.34856,45.298817,40.656021,45.772736,60.582283
46.05476,64.074532,78.683731,21.46104,57.412262,45.490761,40.944305,46.071373,60.717331
45.721661,64.125237,78.297394,21.276148,57.296898,45.750935,41.443398,45.929272,61.094223
46.050995,63.857952,78.505699,21.285257,57.617344,45.83884,41.597504,45.838169,60.814732
46.220379,63.811867,79.130646,21.549389,57.94696,45.750935,41.648869,45.874603,60.678986
46.126278,63.45245,79.092781,21.49474,57.727222,45.742153,41.47765,45.892834,60.774822
46.032173,63.535389,78.240593,21.44009,57.617344,45.671829,41.62318,45.701534,61.022354
46.079231,64.014641,78.070129,21.476522,57.672287,45.759731,41.614624,45.792633,60.966446
46.267418,64.143654,78.373154,21.503847,57.791306,45.750935,41.648869,46.038574,61.1022
45.85339,63.655193,77.833435,21.285257,57.187023,45.469666,41.255058,45.573997,60.439438
45.862808,63.765793,77.729263,21.130419,57.168705,45.68063,41.81152,45.573997,60.319664
45.505238,63.535389,77.075928,21.175962,56.967285,45.452084,41.580379,45.273399,60.14399
45.909866,64.364822,77.530426,21.412771,57.306057,45.619099,41.47765,45.537571,60.822716
46.069817,64.871719,78.562523,21.585821,57.644814,45.619099,41.631744,46.202553,60.694962
46.1451,65.203499,78.505699,21.367226,57.480007,45.768524,41.674541,46.06591,60.543251
46.483852,65.387802,78.893944,21.44009,57.80962,45.812469,41.802967,46.111454,60.599133
46.474438,65.664322,78.827644,21.294359,57.360989,45.443302,41.255058,46.102341,59.720776
46.483852,65.894707,79.111732,21.339907,57.599041,45.214764,41.126652,46.129673,59.177788
46.700272,65.231133,79.282181,21.476522,57.90118,45.302662,41.554691,46.503155,59.816605
46.58736,65.295662,79.206413,21.294359,57.663128,45.258717,41.588943,46.412067,59.569065
46.728493,65.360161,79.499947,21.412771,57.882862,45.285084,41.529007,46.339188,59.393398
46.549721,65.028381,79.632507,20.902721,57.434238,45.926743,41.982735,46.129673,59.760693
46.672035,64.945442,79.490471,21.075771,57.653973,46.084949,41.931381,46.421173,59.62495
46.606171,64.530731,79.244278,20.984694,58.07513,45.917957,41.563259,46.129673,59.297577
46.860226,64.364822,79.471535,21.084879,58.084293,46.216801,41.640301,46.539593,59.521156
46.94492,64.09758,79.528328,20.948261,57.763836,46.199226,41.426277,46.630684,58.89032
47.236629,63.655193,80.181702,21.212389,58.34066,46.50687,41.417725,47.833115,59.537109
47.688286,64.254234,80.674065,21.567598,58.954094,46.498077,41.417725,48.151951,59.848541
47.556545,63.756584,80.797165,21.622248,59.091427,46.29591,41.434841,48.27948,59.896454
47.744751,64.281898,80.541496,21.540276,59.045647,46.041016,41.426277,48.106403,59.273621
47.358944,63.968559,80.446823,21.367226,58.54208,46.005848,41.460526,47.614491,58.187649
47.123711,64.991524,80.32373,21.23061,58.029354,46.22559,42.1026,47.332104,58.211575
47.481277,65.553703,80.172226,21.257929,57.928646,45.865208,41.374916,47.568954,57.780396
47.387173,65.535278,80.105949,21.175962,57.818779,46.287125,41.81152,47.35944,58.107773
47.697697,65.820969,80.00177,21.604031,58.2491,46.585972,41.862885,47.441425,58.610844
47.725925,65.894707,79.765068,21.503847,58.33149,46.33107,41.777275,47.313885,58.115776
47.914112,65.959198,79.689316,21.449198,58.432217,46.709034,41.880005,46.940399,57.293301
47.998795,65.857826,80.181702,21.303469,58.349808,46.902409,42.290939,47.049728,57.429035
48.149361,66.097458,80.683533,21.594921,58.798447,47.095779,41.931381,47.031498,58.075855
48.290504,66.226456,81.175926,21.658682,59.265392,47.130939,42.196766,47.459633,58.515022
48.506927,66.631981,81.270615,21.904596,59.860504,47.130939,42.402222,47.851334,58.626801
48.666893,67.157295,81.734573,22.159618,59.887981,47.139744,42.094032,47.842228,58.818455
48.826851,67.885368,82.160667,22.332666,60.208435,47.570431,41.991291,47.778465,58.58688
48.939777,67.793198,81.744041,22.278021,60.226742,47.631954,42.410789,47.778465,57.788376
49.109142,67.885368,82.009171,22.287127,60.32745,47.869282,42.436474,47.641823,57.468975
49.363201,68.189476,82.48262,22.396423,60.629612,48.299992,42.881645,47.796684,57.860233
49.41967,68.088127,82.48262,22.414637,60.464794,48.308762,43.061417,47.924229,56.981876
49.410263,68.585785,81.923943,22.414637,60.071095,48.423038,43.506584,47.660042,57.221447
49.523174,68.917572,82.302696,22.241587,60.32745,48.590054,44.165771,47.760239,56.686432
49.494942,69.249344,82.397392,22.359989,60.547195,48.370304,43.917511,47.641823,57.173515
49.259705,69.111099,81.781898,22.350889,60.300003,48.431839,44.319866,47.596283,56.997837
49.95602,69.802284,82.700378,22.988436,61.316288,48.660366,43.926067,48.525433,58.139721
49.62669,69.581108,82.501541,22.633228,60.657063,48.651585,44.242821,48.006203,57.588753
49.739597,69.857605,82.378433,22.742525,60.721157,48.466991,44.105858,47.969757,57.484928
49.664314,69.590324,82.113327,22.569475,60.574677,48.256035,44.020241,47.660042,57.612709
49.664314,69.101898,81.848198,22.50572,60.400703,48.194508,43.994564,47.39587,57.101654
49.720779,69.378365,82.189087,22.51483,60.190125,48.089031,43.361046,47.39587,55.616425
49.711369,69.756226,82.113327,22.596798,59.915447,48.168137,43.266884,47.250118,55.983742
49.974838,70.023506,82.236435,22.578581,60.281673,48.387886,43.626438,47.468739,55.903893
50.021889,69.968193,82.454208,22.633228,60.245071,48.423038,43.75486,47.605385,55.91188
49.90897,69.710136,82.435272,22.569475,59.677406,48.282406,43.712044,47.195469,55.281048
50.247723,70.585655,82.870827,22.533045,60.354923,48.642788,44.414047,47.951538,56.51075
50.275951,69.903671,82.861359,22.569475,60.080257,48.713104,43.926067,47.623604,56.111492
50.384579,69.518913,82.966766,22.348276,60.4086,48.580559,44.190887,47.828297,56.070526
50.431805,69.41716,82.767349,22.165468,60.298225,48.677761,43.897594,48.093288,55.990185
49.695034,68.871437,81.722664,21.543922,59.378487,48.633587,44.518669,47.28915,55.596588
50.006737,68.889946,81.817612,21.498224,59.590034,48.536385,44.734325,47.426228,55.516254
49.874493,68.677185,82.007561,21.543922,59.507256,48.430355,44.59631,47.627258,55.291325
49.912281,68.71418,82.207001,21.5165,59.350903,48.333157,44.760201,47.206909,55.074432
49.912281,68.899185,82.178513,21.434237,59.13937,48.288979,44.587688,47.307423,54.817371
50.271229,68.945427,82.805321,21.726728,59.764786,48.377331,44.553177,47.855709,55.596588
50.356236,68.963928,83.299164,21.589621,59.755592,48.465702,44.432396,47.892254,56.35973
50.450695,68.973175,83.517616,21.872974,60.086693,48.368496,44.087379,47.901398,56.343658
50.356236,68.778954,83.527107,21.690166,59.83836,48.227127,44.259892,47.892254,56.150856
50.309006,68.834435,83.194702,21.644463,59.709595,48.147598,44.251263,47.709499,56.05447
50.346794,68.797424,83.061737,21.617043,59.865952,48.288979,44.389278,47.883125,56.464142
50.138981,68.584702,82.862297,21.452515,59.672802,48.200607,44.639435,47.846569,56.287415
50.148426,68.704948,83.118744,21.589621,59.83836,48.200607,44.527298,48.102432,56.737282
50.120098,68.82518,82.871796,21.498224,59.902744,48.333157,44.337528,48.056744,56.520378
50.025635,68.695702,83.175705,21.443377,60.049896,48.474533,44.415161,48.065876,56.946129
49.83672,68.603203,83.10923,21.379395,60.132668,48.492203,44.397911,47.937954,56.954155
49.666687,68.603203,82.77684,21.205725,59.30492,48.677761,44.725697,47.343979,56.713173
49.468327,68.427467,82.197525,20.931515,58.881832,48.456856,44.579052,46.887077,55.676914
49.92173,68.677185,83.042755,21.297131,59.525642,48.801464,44.777454,47.225189,55.797401
49.912281,67.927986,83.052254,21.096041,59.332508,49.022369,44.880966,47.170353,55.275257
49.874493,68.131493,83.128212,21.032059,59.387688,48.836811,44.570431,47.234314,54.463924
50.327908,68.556946,84.001961,21.388536,60.105083,48.739609,44.397911,47.755184,54.729015
50.223995,68.150002,83.812035,21.169165,60.160271,48.598236,44.622189,47.700363,54.455902
50.819096,68.82518,84.353363,21.644463,61.015614,49.040031,44.855083,48.248638,54.777214
51.08358,69.121193,85.018158,21.836412,61.309959,49.234436,44.794701,49.025368,55.243118
51.026901,69.500404,85.417038,21.81813,61.319138,48.836811,44.656685,49.016235,55.058357
51.234715,69.648384,85.872894,21.71759,61.300751,48.774956,44.811954,48.906574,54.455902
51.366966,69.833389,85.530983,21.507359,61.015614,48.75729,44.59631,48.495365,54.496056
51.754238,69.990616,85.644951,21.644463,60.83168,48.571735,44.328903,48.522781,54.34343
51.867588,70.184853,85.739922,21.617043,61.126007,48.244797,44.380653,48.60503,54.070305
51.773132,69.842636,85.236588,21.79071,61.171982,48.288979,44.225388,48.129837,54.222942
51.735355,70.305099,85.103622,21.827271,61.23637,48.660091,44.380653,48.184681,53.226849
51.924274,70.268112,85.635468,21.79071,61.549084,48.792629,44.622189,48.870026,54.070305
52.15097,69.833389,85.796906,21.772434,61.383526,48.774956,44.604935,48.477089,54.455902
52.217079,69.916626,86.290771,21.690166,61.466301,48.598236,44.277149,48.111576,54.006046
52.415459,69.713135,85.996361,21.76329,61.337547,48.633587,44.346153,48.266914,54.720978
52.349323,69.750145,85.483505,21.62619,61.319138,48.704269,44.406536,48.193813,54.608521
52.481575,69.629913,85.360046,21.534779,60.978844,48.562897,44.622189,48.075031,54.423759
52.774395,70.083107,85.379021,21.699308,61.263966,48.721939,44.811954,48.495365,54.849499
53.019997,69.814873,85.084625,21.76329,61.199581,48.677761,44.484173,48.504509,54.576389
51.574764,68.899185,83.707558,21.077761,59.976315,48.607075,44.59631,47.481045,54.038166
51.877029,69.204422,84.19191,21.160023,60.059101,48.642422,44.751572,47.508465,54.022114
52.17931,69.398651,84.761734,21.342829,60.85009,48.907497,44.924095,47.919674,54.688858
52.594936,69.583664,85.189102,21.397669,61.319138,49.181419,45.312263,47.974499,54.568348
52.689384,69.814873,84.866203,21.562202,61.44791,49.234436,45.433025,48.011066,54.69688
52.906631,69.990616,85.170105,21.553062,61.521496,49.428825,45.691811,48.330879,54.4077
53.284489,70.323601,85.920395,21.589621,61.926182,49.738091,46.062729,48.276054,53.419628
53.256138,70.194107,86.176811,21.580484,61.999756,49.923653,46.062729,48.367435,53.507996
53.482841,70.092361,86.243286,21.434237,61.981361,49.905968,46.209366,48.358299,52.793053
53.397831,70.369858,86.471214,21.251431,62.100929,50.047344,46.442268,48.504509,52.568134
53.530075,71.146805,87.287956,21.5165,62.487225,50.453808,46.770046,49.089344,52.897488
54.021259,71.609276,87.601357,21.434237,62.735546,50.604019,46.821808,49.20813,52.286976
54.068493,71.405792,87.363937,21.4708,62.514812,50.65704,46.675171,49.052784,52.383369
53.964588,71.230034,86.613647,21.379395,62.091732,50.533329,46.571659,49.0802,53.001919
54.134613,71.424278,86.765633,21.543922,62.018162,50.515656,46.726921,49.144157,52.254845
54.257408,71.220787,86.205299,21.79071,62.22049,50.135708,46.338753,49.290371,52.102215
52.916084,71.701759,85.825417,22.20203,62.459641,50.073845,46.295624,49.920898,53.35537
52.60437,71.609276,85.777931,22.247732,62.689556,50.065029,46.209366,49.728985,53.732918
52.982208,71.757271,86.309776,22.366554,62.947083,50.144543,46.321507,50.35038,54.134579
52.72718,72.09951,86.262276,22.403118,62.882706,50.462639,46.571659,49.820381,53.154549
