"XLK","XLV","XLY","XLF","XLI","XLP","XLU","XLB","XLE"
40.268745,64.992012,75.780342,17.68852,48.955387,42.366184,34.955311,40.477051,52.684765
40.360661,65.118469,75.502312,17.731808,49.044388,42.52792,35.020855,40.423878,52.30658
40.406628,64.233253,74.862869,17.717382,48.723961,42.068249,35.078201,40.521347,52.499531
40.765095,65.317207,75.632065,17.912155,48.955387,42.425777,35.356728,40.804897,52.916309
40.507721,64.76619,74.97406,17.70295,48.45694,42.212967,34.570293,40.255516,51.280052
39.983799,63.348026,73.843445,17.414396,47.851662,41.991638,34.308151,39.901085,50.253525
40.967319,64.838455,75.270645,17.876083,48.563744,42.936512,34.791485,40.601101,49.937061
40.765095,64.477142,74.955528,17.710163,48.323418,43.055691,34.947128,39.8745,48.038387
40.66399,64.621651,74.733116,17.486534,47.54903,42.945023,34.897976,39.121315,47.544407
40.06654,63.971294,73.778564,17.284544,47.40662,42.53643,34.906166,40.299831,48.169586
40.176834,64.45005,74.028809,17.298969,47.629135,42.587502,34.332729,39.99855,48.478329
39.340382,63.501602,72.342094,16.91663,46.828045,42.119331,34.234425,38.93523,46.664539
39.643719,63.917095,72.712814,16.952705,46.997169,42.53643,34.406456,38.421307,46.91151
39.818356,64.748138,73.111305,17.349476,47.006073,42.808826,34.676788,38.633953,48.092415
40.360661,65.588181,74.334618,17.63081,47.842762,43.634533,35.553341,39.032711,47.775959
39.726444,64.883614,73.111305,17.378323,47.050579,43.072723,35.627056,38.252937,46.602783
38.955997,63.942913,71.962044,16.913738,46.333286,42.309532,35.184254,37.736038,45.786587
39.353226,64.523491,72.324974,17.0807,46.691486,42.78973,35.159424,38.075287,45.833324
39.639606,64.958916,72.855392,17.240406,47.336243,43.347122,35.457394,38.557362,46.370705
39.972164,65.657394,73.227638,17.443655,47.891453,43.664394,36.003647,39.467941,48.387829
39.953686,65.720886,73.032211,17.42914,47.873547,43.621525,35.978828,39.378674,47.951694
39.92598,65.412468,73.21833,17.414616,47.766087,43.561493,36.045036,39.101925,47.079422
40.471024,66.210739,74.065147,17.596094,48.222782,43.938805,36.243679,39.467941,47.406525
40.1292,65.929535,73.469597,17.472691,47.819817,43.784439,36.210575,39.101925,46.767887
39.565697,65.339897,72.734413,17.298475,47.470566,43.295673,35.821568,38.762684,46.978165
39.048389,64.160652,71.487434,16.964558,46.834763,42.746857,35.74707,38.155628,46.962601
38.946766,64.46907,71.394394,17.029886,46.960129,43.021259,36.003647,38.137779,47.141731
38.466404,63.942913,70.696449,16.768559,46.234783,42.875488,35.937431,37.137905,45.327087
37.330147,62.645748,69.244751,16.296715,44.981064,42.360985,35.697418,36.129108,44.221169
37.034527,61.702339,68.500267,16.04265,44.524368,42.035126,35.680859,35.763084,43.65263
37.274712,60.967594,69.040001,16.064425,44.551231,42.429577,35.87122,35.156029,42.718044
37.718128,61.74773,69.803101,16.18783,44.909428,42.66111,35.730511,35.209587,42.819302
36.701969,59.915321,67.448723,15.7668,43.825882,41.880779,35.71397,34.397198,41.791256
37.394798,61.520927,67.932625,15.904728,44.345268,42.078014,36.251953,34.861427,43.590328
36.341698,60.65918,66.536743,15.549027,43.566174,41.417713,35.929165,34.147232,42.328648
36.378639,60.650089,66.787987,15.541767,43.55722,41.91507,36.467144,33.727646,41.417423
36.09227,60.768024,66.201706,15.236887,42.99305,41.391998,35.647758,33.47768,40.31929
36.295509,60.586597,67.048553,15.171556,43.181114,41.554916,35.614647,33.772274,41.573193
37.302429,61.548149,68.2211,15.447399,43.55722,42.266663,36.251953,34.379341,43.411201
36.868248,60.976665,67.4394,15.135254,43.019924,41.889347,35.945717,33.281273,41.386276
37.228527,61.439301,68.425804,15.389322,43.834824,42.275227,36.194027,33.852627,42.951687
36.461784,60.740803,67.355644,15.33125,43.342304,42.232353,36.276783,33.584808,42.749207
36.932911,59.325687,68.2211,15.338512,43.593044,42.66111,36.856155,33.638363,44.049831
38.096886,60.296322,68.965561,15.7668,44.766148,43.527187,37.592781,34.61145,45.334873
38.235455,60.387051,69.384315,15.701467,44.658688,43.672977,37.948677,34.754292,44.579418
37.551853,59.516186,68.034966,15.265922,43.763187,43.115585,38.114212,34.52219,43.091881
37.505661,59.906235,67.858147,15.280438,44.470623,43.021259,38.585987,35.682739,44.626148
37.542614,59.579689,67.467316,15.411105,45.240757,42.626808,38.420448,36.673676,44.602791
36.489494,58.418575,65.289757,15.207846,44.810928,42.558208,38.544598,36.254089,43.566959
35.962944,57.620308,64.02417,14.823117,44.434814,42.446735,38.412174,35.298866,43.341103
35.796661,58.046665,63.921791,14.801338,44.703465,42.729706,38.544598,35.736301,42.297493
35.852081,58.563709,63.810131,14.721487,44.470623,42.678257,38.503212,35.397064,42.126152
35.778183,57.620308,63.772892,14.271423,43.602009,42.335255,37.824524,34.629307,41.947025
36.277023,58.391357,64.945442,14.873929,44.479584,42.935516,37.708652,35.655952,43.05294
36.923683,59.488968,66.518135,15.11348,45.375088,43.278519,37.948677,36.200523,43.481297
37.681179,60.241886,67.951202,15.316734,46.073589,43.724411,37.874191,36.914719,44.906521
37.533371,59.869976,67.504547,15.229626,46.046719,43.527187,38.494938,36.807598,44.345776
37.561089,59.806458,67.690643,15.229626,45.95718,43.595798,38.238365,36.379066,44.244537
38.059937,60.65918,69.002754,15.469177,46.736259,43.810169,38.685303,37.075417,45.373821
37.459465,60.205605,68.621239,15.193329,46.270584,43.801598,38.718407,36.16481,43.823978
37.745846,60.405159,69.021393,15.157035,46.297455,43.938805,38.900494,36.539761,44.267895
38.216972,61.15807,69.71003,15.36755,46.906406,44.43615,39.297775,37.012928,44.306835
38.115353,61.049221,69.635582,15.476439,46.96909,43.810169,38.213531,37.548573,44.571617
37.847462,60.078613,69.272652,15.309478,46.673576,43.664394,38.321129,37.316452,44.065411
38.974476,61.366711,71.105911,15.824875,47.586975,44.084568,38.130768,38.271687,45.218056
39.085331,61.466511,71.040741,15.999089,47.622799,44.213207,38.329403,38.119919,46.323959
39.085331,61.294144,71.459518,16.107981,47.963104,44.43615,38.56115,38.352032,47.024902
39.186939,61.149021,71.394394,16.173307,48.160107,44.624805,38.991543,38.798401,47.47662
38.946766,61.638851,71.087296,16.16605,48.303387,44.350403,39.206741,39.24477,48.590321
38.706577,60.885956,70.528954,15.904728,47.622799,44.479023,39.595749,38.477013,46.549831
39.039143,60.994801,70.668533,15.926498,47.775032,44.81345,39.777824,38.718052,47.305279
39.00219,61.031078,70.845352,15.911982,47.703392,44.830608,39.810932,38.923378,47.344223
39.60265,62.219391,71.934105,16.325752,48.392929,44.976387,39.852314,39.637573,48.566956
39.648834,61.956356,72.203972,16.274933,48.437702,44.950665,39.901974,39.369743,48.247639
39.79665,60.994801,72.185379,16.267677,48.410851,45.062138,39.976467,39.459026,48.15419
40.258541,60.849667,72.771629,16.231386,48.58099,45.165031,40.588943,39.789337,48.987522
40.406345,60.142113,72.873993,16.427383,49.646641,45.439445,40.812416,40.521378,49.65731
40.471336,60.849464,72.968376,16.573206,50.072392,45.379971,40.552242,40.688908,49.80006
40.610603,61.204521,73.00576,16.544039,50.369415,45.405819,40.510548,40.877029,49.627495
40.619896,61.814461,72.884293,16.493,50.081383,45.138622,40.377117,40.411201,49.352959
